Station_ID,Address,Latitude,Longitude,Location_Type,ddName,Municipality,County,Marker_Color,Marker_Size,Description
4587,69ο χλμ ΠΕΟ ΚΑΤΕΡΙΝΗΣ-ΘΕΣΣΑΛΟΝΙΚΗΣ ΑΙΓΙΝΙΟ,40.4882428,22.5560366,ROOFTOP,Δ.Δ.Αιγινίου,ΔΗΜΟΣ ΑΙΓΙΝΙΟΥ,ΠΙΕΡΙΑΣ,green,small,"Station ID: 4587
Location Type: ROOFTOP
Address: 69ο χλμ ΠΕΟ ΚΑΤΕΡΙΝΗΣ-ΘΕΣΣΑΛΟΝΙΚΗΣ ΑΙΓΙΝΙΟ
Municipality: ΔΗΜΟΣ ΑΙΓΙΝΙΟΥ
County: ΠΙΕΡΙΑΣ
Coordinates: 40.488243, 22.556037"
4588,4ο ΧΙΛ. ΚΑΤΕΡΙΝΗ-ΠΑΛΙΟ ΚΕΡΑΜΙΔΙ,40.3004545,22.4692502,ROOFTOP,Δ.Δ.Παλαιού Κεραμιδίου,ΔΗΜΟΣ ΕΛΑΦΙΝΑΣ,ΠΙΕΡΙΑΣ,green,small,"Station ID: 4588
Location Type: ROOFTOP
Address: 4ο ΧΙΛ. ΚΑΤΕΡΙΝΗ-ΠΑΛΙΟ ΚΕΡΑΜΙΔΙ
Municipality: ΔΗΜΟΣ ΕΛΑΦΙΝΑΣ
County: ΠΙΕΡΙΑΣ
Coordinates: 40.300455, 22.469250"
4590,"1,5 ΧΛΜ ΕΟ ΚΙΤΡΟΥΣ - ΑΛΩΝΙΩΝ",40.381923,22.5571748,ROOFTOP,Δ.Δ.Αλωνίων,ΔΗΜΟΣ ΠΥΔΝΑΣ,ΠΙΕΡΙΑΣ,green,small,"Station ID: 4590
Location Type: ROOFTOP
Address: 1,5 ΧΛΜ ΕΟ ΚΙΤΡΟΥΣ - ΑΛΩΝΙΩΝ
Municipality: ΔΗΜΟΣ ΠΥΔΝΑΣ
County: ΠΙΕΡΙΑΣ
Coordinates: 40.381923, 22.557175"
4610,1 ΧΛΜ ΜΥΡΙΝΑΣ ΑΕΡΟΔΡΟΜΙΟΥ,39.8898555,25.0791535,ROOFTOP,Δ.Δ.Μυριναίων,ΔΗΜΟΣ ΜΥΡΙΝΑΣ,ΛΕΣΒΟΥ,green,small,"Station ID: 4610
Location Type: ROOFTOP
Address: 1 ΧΛΜ ΜΥΡΙΝΑΣ ΑΕΡΟΔΡΟΜΙΟΥ
Municipality: ΔΗΜΟΣ ΜΥΡΙΝΑΣ
County: ΛΕΣΒΟΥ
Coordinates: 39.889856, 25.079154"
4634,31ο ΧΛΜ. Λ. ΜΑΡΑΘΩΝΟΣ,38.0690581,23.9824897,ROOFTOP,Δ.Δ.Νέας Μάκρης,ΔΗΜΟΣ ΝΕΑΣ ΜΑΚΡΗΣ,ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,green,small,"Station ID: 4634
Location Type: ROOFTOP
Address: 31ο ΧΛΜ. Λ. ΜΑΡΑΘΩΝΟΣ
Municipality: ΔΗΜΟΣ ΝΕΑΣ ΜΑΚΡΗΣ
County: ΝΟΜΑΡΧΙΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Coordinates: 38.069058, 23.982490"
4639,13ο ΧΛΜ ΚΑΡΔΙΤΣΑΣ-ΑΘΗΝΩΝ ΣΟΦΑΔΕΣ ΚΑΡΔΙΤΣΑΣ,39.3444973,22.0776331,ROOFTOP,Δ.Δ.Μασχολουρίου,ΔΗΜΟΣ ΣΟΦΑΔΩΝ,ΚΑΡΔΙΤΣΗΣ,green,small,"Station ID: 4639
Location Type: ROOFTOP
Address: 13ο ΧΛΜ ΚΑΡΔΙΤΣΑΣ-ΑΘΗΝΩΝ ΣΟΦΑΔΕΣ ΚΑΡΔΙΤΣΑΣ
Municipality: ΔΗΜΟΣ ΣΟΦΑΔΩΝ
County: ΚΑΡΔΙΤΣΗΣ
Coordinates: 39.344497, 22.077633"
4642,29ο ΧΛΜ Ε.Ο. ΘΕΣ/ΝΙΚΗ-ΝΕΩΝ ΜΟΥΔΑΝΙΩΝ ΜΙΚΡΑ ΘΕΣ/ΝΙΚΗΣ,40.4129722,23.0214674,ROOFTOP,Δ.Δ.Κάτω Σχολαρίου,ΔΗΜΟΣ ΜΙΚΡΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,green,small,"Station ID: 4642
Location Type: ROOFTOP
Address: 29ο ΧΛΜ Ε.Ο. ΘΕΣ/ΝΙΚΗ-ΝΕΩΝ ΜΟΥΔΑΝΙΩΝ ΜΙΚΡΑ ΘΕΣ/ΝΙΚΗΣ
Municipality: ΔΗΜΟΣ ΜΙΚΡΑΣ
County: ΘΕΣΣΑΛΟΝΙΚΗΣ
Coordinates: 40.412972, 23.021467"
4644,3ο ΧΛΜ. ΓΙΑΝΝΙΤΣΩΝ-ΕΔΕΣΣΑΣ,40.7791713,22.368155,ROOFTOP,Δ.Δ.Πέλλης,ΔΗΜΟΣ ΠΕΛΛΑΣ,ΠΕΛΛΗΣ,green,small,"Station ID: 4644
Location Type: ROOFTOP
Address: 3ο ΧΛΜ. ΓΙΑΝΝΙΤΣΩΝ-ΕΔΕΣΣΑΣ
Municipality: ΔΗΜΟΣ ΠΕΛΛΑΣ
County: ΠΕΛΛΗΣ
Coordinates: 40.779171, 22.368155"
4662,8o ΧΛΜ ΛΙΒΑΔΕΙΑΣ - ΚΑΣΤΡΟΥ- ΒΟΙΩΤΙΑ,38.4716105,22.9459913,ROOFTOP,Δ.Δ.Λεβαδέων,ΔΗΜΟΣ ΛΕΒΑΔΕΩΝ,ΒΟΙΩΤΙΑΣ,green,small,"Station ID: 4662
Location Type: ROOFTOP
Address: 8o ΧΛΜ ΛΙΒΑΔΕΙΑΣ - ΚΑΣΤΡΟΥ- ΒΟΙΩΤΙΑ
Municipality: ΔΗΜΟΣ ΛΕΒΑΔΕΩΝ
County: ΒΟΙΩΤΙΑΣ
Coordinates: 38.471610, 22.945991"
4664,6ο ΧΙΛ ΟΡΧΟΜΕΝΟΥ - ΚΑΣΤΡΟΥ,38.4897158,23.059136,ROOFTOP,Δ.Δ.Παύλου,ΔΗΜΟΣ ΟΡΧΟΜΕΝΟΥ,ΒΟΙΩΤΙΑΣ,green,small,"Station ID: 4664
Location Type: ROOFTOP
Address: 6ο ΧΙΛ ΟΡΧΟΜΕΝΟΥ - ΚΑΣΤΡΟΥ
Municipality: ΔΗΜΟΣ ΟΡΧΟΜΕΝΟΥ
County: ΒΟΙΩΤΙΑΣ
Coordinates: 38.489716, 23.059136"
4676,21ο ΧΛΜ. Ε.Ο. ΙΤΕΑΣ- ΝΑΥΠΑΚΤΟΥ,38.3833554,22.3760317,ROOFTOP,Δ.Δ.Γαλαξιδίου,ΔΗΜΟΣ ΓΑΛΑΞΙΔΙΟΥ,ΦΩΚΙΔΟΣ,green,small,"Station ID: 4676
Location Type: ROOFTOP
Address: 21ο ΧΛΜ. Ε.Ο. ΙΤΕΑΣ- ΝΑΥΠΑΚΤΟΥ
Municipality: ΔΗΜΟΣ ΓΑΛΑΞΙΔΙΟΥ
County: ΦΩΚΙΔΟΣ
Coordinates: 38.383355, 22.376032"
4678,11ο ΧΛΜ ΤΡΙΠΟΛΗΣ ΣΠΑΡΤΗΣ,37.4273258,22.4103609,ROOFTOP,Δ.Δ.Κερασίτσης,ΔΗΜΟΣ ΤΕΓΕΑΣ,ΑΡΚΑΔΙΑΣ,green,small,"Station ID: 4678
Location Type: ROOFTOP
Address: 11ο ΧΛΜ ΤΡΙΠΟΛΗΣ ΣΠΑΡΤΗΣ
Municipality: ΔΗΜΟΣ ΤΕΓΕΑΣ
County: ΑΡΚΑΔΙΑΣ
Coordinates: 37.427326, 22.410361"
4691,ΑΜΥΚΛΕΣ - 5o ΧΛΜ. Ε.Ο. ΣΠΑΡΤΗΣ-ΓΥΘΕΙΟΥ,37.0298163,22.4394097,ROOFTOP,Δ.Δ.Αμυκλών,ΔΗΜΟΣ ΣΠΑΡΤΗΣ,ΛΑΚΩΝΙΑΣ,green,small,"Station ID: 4691
Location Type: ROOFTOP
Address: ΑΜΥΚΛΕΣ - 5o ΧΛΜ. Ε.Ο. ΣΠΑΡΤΗΣ-ΓΥΘΕΙΟΥ
Municipality: ΔΗΜΟΣ ΣΠΑΡΤΗΣ
County: ΛΑΚΩΝΙΑΣ
Coordinates: 37.029816, 22.439410"
4717,8 ΧΛΜ ΙΩΑΝΝΙΝΩΝ-ΚΟΝΙΤΣΑΣ,39.714363,20.7928105,ROOFTOP,Δ.Δ.Ελεούσης,ΔΗΜΟΣ ΠΑΣΑΡΩΝΟΣ,ΙΩΑΝΝΙΝΩΝ,green,small,"Station ID: 4717
Location Type: ROOFTOP
Address: 8 ΧΛΜ ΙΩΑΝΝΙΝΩΝ-ΚΟΝΙΤΣΑΣ
Municipality: ΔΗΜΟΣ ΠΑΣΑΡΩΝΟΣ
County: ΙΩΑΝΝΙΝΩΝ
Coordinates: 39.714363, 20.792811"
4725,31χλμ ΠΕΟ ΛΑΡΙΣΑΣ- ΒΟΛΟΥ,39.4853613,22.7125675,ROOFTOP,Δ.Δ.Αρμενίου,ΔΗΜΟΣ ΑΡΜΕΝΙΟΥ,ΛΑΡΙΣΗΣ,green,small,"Station ID: 4725
Location Type: ROOFTOP
Address: 31χλμ ΠΕΟ ΛΑΡΙΣΑΣ- ΒΟΛΟΥ
Municipality: ΔΗΜΟΣ ΑΡΜΕΝΙΟΥ
County: ΛΑΡΙΣΗΣ
Coordinates: 39.485361, 22.712567"
4740,2ο ΧΛΜ ΓΡΕΒΕΝΩΝ-ΚΑΛΑΜΠΑΚΑΣ,40.0675847,21.4323463,ROOFTOP,Δ.Δ.Γρεβενών,ΔΗΜΟΣ ΓΡΕΒΕΝΩΝ,ΓΡΕΒΕΝΩΝ,green,small,"Station ID: 4740
Location Type: ROOFTOP
Address: 2ο ΧΛΜ ΓΡΕΒΕΝΩΝ-ΚΑΛΑΜΠΑΚΑΣ
Municipality: ΔΗΜΟΣ ΓΡΕΒΕΝΩΝ
County: ΓΡΕΒΕΝΩΝ
Coordinates: 40.067585, 21.432346"
4754,27.5 ΧΛΜ ΘΕΣΣΑΛΟΝΙΚΗΣ-ΕΠΑΝΩΜΗΣ,40.4384698,22.9320835,ROOFTOP,Δ.Δ.Επανομής,ΔΗΜΟΣ ΕΠΑΝΟΜΗΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,green,small,"Station ID: 4754
Location Type: ROOFTOP
Address: 27.5 ΧΛΜ ΘΕΣΣΑΛΟΝΙΚΗΣ-ΕΠΑΝΩΜΗΣ
Municipality: ΔΗΜΟΣ ΕΠΑΝΟΜΗΣ
County: ΘΕΣΣΑΛΟΝΙΚΗΣ
Coordinates: 40.438470, 22.932084"
4763,20ο χλμ Καστοριάς-Νεστορίου,40.4328249,21.0945526,ROOFTOP,Δ.Δ.Νεστορίου,ΔΗΜΟΣ ΝΕΣΤΟΡΙΟΥ,ΚΑΣΤΟΡΙΑΣ,green,small,"Station ID: 4763
Location Type: ROOFTOP
Address: 20ο χλμ Καστοριάς-Νεστορίου
Municipality: ΔΗΜΟΣ ΝΕΣΤΟΡΙΟΥ
County: ΚΑΣΤΟΡΙΑΣ
Coordinates: 40.432825, 21.094553"
4767,2ο ΧΛΜ ΣΙΑΤΙΣΤΑΣ - ΜΠΑΡΑΣ,40.2378022,21.562664,ROOFTOP,Δ.Δ.Σιατίστης,ΔΗΜΟΣ ΣΙΑΤΙΣΤΑΣ,ΚΟΖΑΝΗΣ,green,small,"Station ID: 4767
Location Type: ROOFTOP
Address: 2ο ΧΛΜ ΣΙΑΤΙΣΤΑΣ - ΜΠΑΡΑΣ
Municipality: ΔΗΜΟΣ ΣΙΑΤΙΣΤΑΣ
County: ΚΟΖΑΝΗΣ
Coordinates: 40.237802, 21.562664"
4768,34ο ΧΛΜ ΚΟΖΑΝΗΣ- ΙΩΑΝΝΙΝΩΝ,40.2765885,21.5083814,ROOFTOP,Δ.Δ.Μικροκάστρου,ΔΗΜΟΣ ΣΙΑΤΙΣΤΑΣ,ΚΟΖΑΝΗΣ,green,small,"Station ID: 4768
Location Type: ROOFTOP
Address: 34ο ΧΛΜ ΚΟΖΑΝΗΣ- ΙΩΑΝΝΙΝΩΝ
Municipality: ΔΗΜΟΣ ΣΙΑΤΙΣΤΑΣ
County: ΚΟΖΑΝΗΣ
Coordinates: 40.276589, 21.508381"
4777,1χλμ ΗΡΑΚΛΕΙΑΣ  ΛΙΘΟΤΟΠΟΥ - ΣΕΡΡΕΣ,41.185692,23.2754448,ROOFTOP,Δ.Δ.Ηρακλείας,ΔΗΜΟΣ ΗΡΑΚΛΕΙΑΣ,ΣΕΡΡΩΝ,green,small,"Station ID: 4777
Location Type: ROOFTOP
Address: 1χλμ ΗΡΑΚΛΕΙΑΣ  ΛΙΘΟΤΟΠΟΥ - ΣΕΡΡΕΣ
Municipality: ΔΗΜΟΣ ΗΡΑΚΛΕΙΑΣ
County: ΣΕΡΡΩΝ
Coordinates: 41.185692, 23.275445"
4784,10ο χλμ ΠΤΟΛΕΜΑΙΔΑΣ ΦΛΩΡΙΝΑΣ,40.5988689,21.6875394,ROOFTOP,Δ.Δ.Φιλώτα,ΔΗΜΟΣ ΦΙΛΩΤΑ,ΦΛΩΡΙΝΗΣ,green,small,"Station ID: 4784
Location Type: ROOFTOP
Address: 10ο χλμ ΠΤΟΛΕΜΑΙΔΑΣ ΦΛΩΡΙΝΑΣ
Municipality: ΔΗΜΟΣ ΦΙΛΩΤΑ
County: ΦΛΩΡΙΝΗΣ
Coordinates: 40.598869, 21.687539"
4790,22οχλμ Ν. ΜΟΥΔΑΝΙΩΝ -ΝΙΚΗΤΗΣ 100 ΜΕΤΡΑ ΜΕΤΑ ΤΗΝ ΔΙΑΣΤΑΥΡΩΣΗ ΟΡΜΥΛΙΑ ΠΡΟΣ ΝΙΚΗΤΗ,40.2612468,23.5217238,ROOFTOP,Δ.Δ.Ορμυλίας,ΔΗΜΟΣ ΟΡΜΥΛΙΑΣ,ΧΑΛΚΙΔΙΚΗΣ,green,small,"Station ID: 4790
Location Type: ROOFTOP
Address: 22οχλμ Ν. ΜΟΥΔΑΝΙΩΝ -ΝΙΚΗΤΗΣ 100 ΜΕΤΡΑ ΜΕΤΑ ΤΗΝ ΔΙΑΣΤΑΥΡΩΣΗ ΟΡΜΥΛΙΑ ΠΡΟΣ ΝΙΚΗΤΗ
Municipality: ΔΗΜΟΣ ΟΡΜΥΛΙΑΣ
County: ΧΑΛΚΙΔΙΚΗΣ
Coordinates: 40.261247, 23.521724"
4797,7ο  ΧΛΜ. ΚΟΜΟΤΗΝΗΣ-ΞΥΛΑΓΑΝΗΣ,41.0454964,25.4130564,ROOFTOP,Δ.Δ.Μεγάλου Δουκάτου (της πρώην κοινότητας Κοσμίου 731113),ΔΗΜΟΣ ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,ΡΟΔΟΠΗΣ,green,small,"Station ID: 4797
Location Type: ROOFTOP
Address: 7ο  ΧΛΜ. ΚΟΜΟΤΗΝΗΣ-ΞΥΛΑΓΑΝΗΣ
Municipality: ΔΗΜΟΣ ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ
County: ΡΟΔΟΠΗΣ
Coordinates: 41.045496, 25.413056"
4799,1 ΧΛΜ ΜΙΣΧΟΥ ΚΟΜΟΤΗΝΗΣ,41.1472786,25.3199954,ROOFTOP,Δ.Δ.Μίσχος (της πρώην κοινότητας Σώστου 731126),ΔΗΜΟΣ ΣΩΣΤΟΥ,ΡΟΔΟΠΗΣ,green,small,"Station ID: 4799
Location Type: ROOFTOP
Address: 1 ΧΛΜ ΜΙΣΧΟΥ ΚΟΜΟΤΗΝΗΣ
Municipality: ΔΗΜΟΣ ΣΩΣΤΟΥ
County: ΡΟΔΟΠΗΣ
Coordinates: 41.147279, 25.319995"
4800,"3o ΧΛΜ Ε.Ο. ΡΟΔΟΥ - ΚΑΛΛΙΘΕΑΣ , ΡΟΔΟΣ",36.409258,28.2257171,ROOFTOP,Δ.Δ.Ρόδου,ΔΗΜΟΣ ΡΟΔΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,green,small,"Station ID: 4800
Location Type: ROOFTOP
Address: 3o ΧΛΜ Ε.Ο. ΡΟΔΟΥ - ΚΑΛΛΙΘΕΑΣ , ΡΟΔΟΣ
Municipality: ΔΗΜΟΣ ΡΟΔΟΥ
County: ΔΩΔΕΚΑΝΗΣΟΥ
Coordinates: 36.409258, 28.225717"
4826,ΜΠΑΛΕ 19ο ΧΙΛ. ΡΕΘΥΜΝΟΥ-ΣΠΗΛΙΟΥ,35.2434813,24.4704128,ROOFTOP,Δ.Δ.Σπηλίου,ΔΗΜΟΣ ΛΑΜΠΗΣ,ΡΕΘΥΜΝΗΣ,green,small,"Station ID: 4826
Location Type: ROOFTOP
Address: ΜΠΑΛΕ 19ο ΧΙΛ. ΡΕΘΥΜΝΟΥ-ΣΠΗΛΙΟΥ
Municipality: ΔΗΜΟΣ ΛΑΜΠΗΣ
County: ΡΕΘΥΜΝΗΣ
Coordinates: 35.243481, 24.470413"
4843,ΑΧΙΛΛΕΩΣ 102 - Π.ΦΑΛΗΡΟ,37.9286852,23.7078192,ROOFTOP,Δ.Δ.Παλαιού Φαλήρου,ΔΗΜΟΣ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ,green,small,"Station ID: 4843
Location Type: ROOFTOP
Address: ΑΧΙΛΛΕΩΣ 102 - Π.ΦΑΛΗΡΟ
Municipality: ΔΗΜΟΣ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ
County: ΝΟΜΑΡΧΙΑ ΑΘΗΝΩΝ
Coordinates: 37.928685, 23.707819"
4868,ΔΕΡΒΙΣΙ ΓΑΡΓΑΛΙΑΝΩΝ(2ο χιλ ΓΑΡΓΑΛΙΑΝΩΝ-ΜΑΡΑΘΟΠΟΛΗΣ),37.0716436,21.6220782,ROOFTOP,Δ.Δ.Γαργαλιάνων,ΔΗΜΟΣ ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,green,small,"Station ID: 4868
Location Type: ROOFTOP
Address: ΔΕΡΒΙΣΙ ΓΑΡΓΑΛΙΑΝΩΝ(2ο χιλ ΓΑΡΓΑΛΙΑΝΩΝ-ΜΑΡΑΘΟΠΟΛΗΣ)
Municipality: ΔΗΜΟΣ ΓΑΡΓΑΛΙΑΝΩΝ
County: ΜΕΣΣΗΝΙΑΣ
Coordinates: 37.071644, 21.622078"
4870,19ΧΛΜ Ε.Ο ΠΡΕΒΕΖΗΣ ΙΩΑΝΝΙΝΩΝ,39.1248974,20.7530888,ROOFTOP,Δ.Δ.Ωρωπού,ΔΗΜΟΣ ΛΟΥΡΟΥ,ΠΡΕΒΕΖΗΣ,green,small,"Station ID: 4870
Location Type: ROOFTOP
Address: 19ΧΛΜ Ε.Ο ΠΡΕΒΕΖΗΣ ΙΩΑΝΝΙΝΩΝ
Municipality: ΔΗΜΟΣ ΛΟΥΡΟΥ
County: ΠΡΕΒΕΖΗΣ
Coordinates: 39.124897, 20.753089"
4886,14ο χλμ ΔΡΑΜΑΣ-ΠΡΟΣΟΤΣΑΝΗΣ,41.180131,23.9878708,ROOFTOP,Δ.Δ.Προσοτσάνης,ΔΗΜΟΣ ΠΡΟΣΟΤΣΑΝΗΣ,ΔΡΑΜΑΣ,green,small,"Station ID: 4886
Location Type: ROOFTOP
Address: 14ο χλμ ΔΡΑΜΑΣ-ΠΡΟΣΟΤΣΑΝΗΣ
Municipality: ΔΗΜΟΣ ΠΡΟΣΟΤΣΑΝΗΣ
County: ΔΡΑΜΑΣ
Coordinates: 41.180131, 23.987871"
4892,85ο χλμ Αθηνών Λιβαδειάς,38.3416993,23.2053525,ROOFTOP,Δ.Δ.Βαγίων,ΔΗΜΟΣ ΒΑΓΙΩΝ,ΒΟΙΩΤΙΑΣ,green,small,"Station ID: 4892
Location Type: ROOFTOP
Address: 85ο χλμ Αθηνών Λιβαδειάς
Municipality: ΔΗΜΟΣ ΒΑΓΙΩΝ
County: ΒΟΙΩΤΙΑΣ
Coordinates: 38.341699, 23.205353"
4898,44ο.χλμ.Π.Ε.Ο. ΛΑΜΙΑΣ-ΛΑΡΙΣΗΣ,39.1564179,22.2938744,ROOFTOP,Δ.Δ.Πουρναρίου,ΔΗΜΟΣ ΔΟΜΟΚΟΥ,ΦΘΙΩΤΙΔΟΣ,green,small,"Station ID: 4898
Location Type: ROOFTOP
Address: 44ο.χλμ.Π.Ε.Ο. ΛΑΜΙΑΣ-ΛΑΡΙΣΗΣ
Municipality: ΔΗΜΟΣ ΔΟΜΟΚΟΥ
County: ΦΘΙΩΤΙΔΟΣ
Coordinates: 39.156418, 22.293874"
4902,3ο ΧΙΛΙΟΜΕΤΡΟ ΠΥΡΓΟΥ ΠΑΤΡΩΝ,37.6891981,21.406854,ROOFTOP,Δ.Δ.Πύργου,ΔΗΜΟΣ ΠΥΡΓΟΥ,ΗΛΕΙΑΣ,green,small,"Station ID: 4902
Location Type: ROOFTOP
Address: 3ο ΧΙΛΙΟΜΕΤΡΟ ΠΥΡΓΟΥ ΠΑΤΡΩΝ
Municipality: ΔΗΜΟΣ ΠΥΡΓΟΥ
County: ΗΛΕΙΑΣ
Coordinates: 37.689198, 21.406854"
4906,"41,50 χλμ αριστερά Ν.Ε.Ο. ΠΑΤΡΩΝ ΠΥΡΓΟΥ Ν.ΜΑΝΩΛΑΔΑ",38.0459194,21.3848004,ROOFTOP,Δ.Δ.Μανολάδος,ΔΗΜΟΣ ΒΟΥΠΡΑΣΙΑΣ,ΗΛΕΙΑΣ,green,small,"Station ID: 4906
Location Type: ROOFTOP
Address: 41,50 χλμ αριστερά Ν.Ε.Ο. ΠΑΤΡΩΝ ΠΥΡΓΟΥ Ν.ΜΑΝΩΛΑΔΑ
Municipality: ΔΗΜΟΣ ΒΟΥΠΡΑΣΙΑΣ
County: ΗΛΕΙΑΣ
Coordinates: 38.045919, 21.384800"
4921,"6ο ΧΛΜ Ε.Ο ΗΓΟΥΜΕΝΙΤΣΑΣ - ΙΩΑΝΝΙΝΩΝ, ΠΑΡΑΠΟΤΑΜΟΣ ΘΕΣΠΡΩΤΙΑΣ",39.5487635,20.2982746,ROOFTOP,Δ.Δ.Ηγουμενίτσης,ΔΗΜΟΣ ΗΓΟΥΜΕΝΙΤΣΗΣ,ΘΕΣΠΡΩΤΙΑΣ,green,small,"Station ID: 4921
Location Type: ROOFTOP
Address: 6ο ΧΛΜ Ε.Ο ΗΓΟΥΜΕΝΙΤΣΑΣ - ΙΩΑΝΝΙΝΩΝ, ΠΑΡΑΠΟΤΑΜΟΣ ΘΕΣΠΡΩΤΙΑΣ
Municipality: ΔΗΜΟΣ ΗΓΟΥΜΕΝΙΤΣΗΣ
County: ΘΕΣΠΡΩΤΙΑΣ
Coordinates: 39.548763, 20.298275"
4923,"20ο χλμ Πρεβεζα Ιωαννινα, ΠΡΑΤΗΡΙΟ ΕΚΟ",39.1188528,20.7524648,ROOFTOP,Δ.Δ.Λούρου,ΔΗΜΟΣ ΛΟΥΡΟΥ,ΠΡΕΒΕΖΗΣ,green,small,"Station ID: 4923
Location Type: ROOFTOP
Address: 20ο χλμ Πρεβεζα Ιωαννινα, ΠΡΑΤΗΡΙΟ ΕΚΟ
Municipality: ΔΗΜΟΣ ΛΟΥΡΟΥ
County: ΠΡΕΒΕΖΗΣ
Coordinates: 39.118853, 20.752465"
4925,5ο χλμ Π.Ε.Ο. ΛΑΡΙΣΑΣ - ΒΟΛΟΥ - ΘΕΣΗ ΚΟΥΝΤΡΑ - ΛΑΡΙΣΑ,39.6282099,22.4637107,ROOFTOP,Δ.Δ.Λαρίσης,ΔΗΜΟΣ ΛΑΡΙΣΑΣ,ΛΑΡΙΣΗΣ,green,small,"Station ID: 4925
Location Type: ROOFTOP
Address: 5ο χλμ Π.Ε.Ο. ΛΑΡΙΣΑΣ - ΒΟΛΟΥ - ΘΕΣΗ ΚΟΥΝΤΡΑ - ΛΑΡΙΣΑ
Municipality: ΔΗΜΟΣ ΛΑΡΙΣΑΣ
County: ΛΑΡΙΣΗΣ
Coordinates: 39.628210, 22.463711"
4938,ΑΧΙΛΛΕΩΣ 126,39.1822553,22.7661004,ROOFTOP,Δ.Δ.Αλμυρού,ΔΗΜΟΣ ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,green,small,"Station ID: 4938
Location Type: ROOFTOP
Address: ΑΧΙΛΛΕΩΣ 126
Municipality: ΔΗΜΟΣ ΑΛΜΥΡΟΥ
County: ΜΑΓΝΗΣΙΑΣ
Coordinates: 39.182255, 22.766100"
4939,1ο ΧΙΛ. ΠΕΟ ΑΛΜΥΡΟΥ - ΒΟΛΟΥ,39.1911813,22.7575968,ROOFTOP,Δ.Δ.Αλμυρού,ΔΗΜΟΣ ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,green,small,"Station ID: 4939
Location Type: ROOFTOP
Address: 1ο ΧΙΛ. ΠΕΟ ΑΛΜΥΡΟΥ - ΒΟΛΟΥ
Municipality: ΔΗΜΟΣ ΑΛΜΥΡΟΥ
County: ΜΑΓΝΗΣΙΑΣ
Coordinates: 39.191181, 22.757597"
4948,"19ο ΧΛΜ. Π.Ε.Ο ΒΟΛΟΥ-ΛΑΡΙΣΗΣ, ΒΕΛΕΣΤΙΝΟ",39.4075286,22.7512727,ROOFTOP,Δ.Δ.Βελεστίνου,ΔΗΜΟΣ ΦΕΡΩΝ,ΜΑΓΝΗΣΙΑΣ,green,small,"Station ID: 4948
Location Type: ROOFTOP
Address: 19ο ΧΛΜ. Π.Ε.Ο ΒΟΛΟΥ-ΛΑΡΙΣΗΣ, ΒΕΛΕΣΤΙΝΟ
Municipality: ΔΗΜΟΣ ΦΕΡΩΝ
County: ΜΑΓΝΗΣΙΑΣ
Coordinates: 39.407529, 22.751273"
4949,9ο ΧΛΜ. ΕΟ ΒΟΛΟΥ-ΛΑΡΙΣΑΣ,39.38262,22.824577,ROOFTOP,Δ.Δ.Αγίου Γεωργίου Φερών,ΔΗΜΟΣ ΦΕΡΩΝ,ΜΑΓΝΗΣΙΑΣ,green,small,"Station ID: 4949
Location Type: ROOFTOP
Address: 9ο ΧΛΜ. ΕΟ ΒΟΛΟΥ-ΛΑΡΙΣΑΣ
Municipality: ΔΗΜΟΣ ΦΕΡΩΝ
County: ΜΑΓΝΗΣΙΑΣ
Coordinates: 39.382620, 22.824577"
4966,27 ΧΙΛ ΣΕΡΡΩΝ - ΔΡΑΜΑΣ,41.0099087,23.7974324,ROOFTOP,Δ.Δ.Θολού,ΔΗΜΟΣ ΝΕΑΣ ΖΙΧΝΗΣ,ΣΕΡΡΩΝ,green,small,"Station ID: 4966
Location Type: ROOFTOP
Address: 27 ΧΙΛ ΣΕΡΡΩΝ - ΔΡΑΜΑΣ
Municipality: ΔΗΜΟΣ ΝΕΑΣ ΖΙΧΝΗΣ
County: ΣΕΡΡΩΝ
Coordinates: 41.009909, 23.797432"
